Player;Turn;Word;Length;Rack;Letters_Used;Direction;Start;Player_Score;Move_Score;Win
PLAYER_2;32;RYOT;4;YQIDAOR;RYO;Horizontal;[11, 5];189;22;-1 
PLAYER_1;33;IF;2;RVUXLNI;I;Vertical;[15, 2];219;5;1 
PLAYER_2;34;GLOM;4;QIDALG;GL;Vertical;[13, 3];196;7;-1 
PLAYER_1;35;PUN;3;RVUXLN;UN;Vertical;[3, 3];224;5;1 
PLAYER_2;36;AD;2;QIDA;AD;Vertical;[4, 4];201;5;-1 
PLAYER_1;37;LI;2;RVXL;L;Horizontal;[4, 10];228;4;1 
PLAYER_2;38;IWIS;4;QI;I;Vertical;[15, 14];209;8;-1 
PLAYER_1;39;XI;2;RVX;X;Horizontal;[2, 8];262;34;1 
PLAYER_2;40;QI;2;Q;Q;Horizontal;[13, 3];231;22;-1 
PLAYER_1;1;DOG;3;OGPRDAE;DOG;Horizontal;[7, 10];10;10;1 
PLAYER_2;2;TOD;3;CDRBEBT;TD;Vertical;[9, 8];7;7;-1 
PLAYER_1;3;YAK;3;PRAEYEK;YAK;Horizontal;[9, 11];30;20;1 
PLAYER_2;4;BICE;4;CRBEBIE;BICE;Horizontal;[10, 13];39;32;-1 
PLAYER_1;5;ARE;3;PREEEAE;ARE;Horizontal;[9, 15];37;7;1 
PLAYER_2;6;ED;2;RBEMIEU;E;Vertical;[8, 7];44;5;-1 
PLAYER_1;7;JEERS;5;PEEEJSI;JEES;Vertical;[11, 13];58;21;1 
PLAYER_2;8;BEE;3;RBMIEUI;BE;Horizontal;[7, 15];59;15;-1 
PLAYER_1;9;VET;3;PEIVEFT;VET;Horizontal;[5, 8];76;18;1 
PLAYER_2;10;CUR;3;RMIUIOG;UR;Vertical;[13, 11];69;10;-1 
PLAYER_1;11;SERF;4;PIEFUSD;SEF;Horizontal;[12, 13];90;14;1 
PLAYER_2;12;GIE;3;MIIOGAE;GIE;Vertical;[8, 10];79;10;-1 
PLAYER_1;13;PIA;3;PIUDANU;PIA;Vertical;[6, 9];102;12;1 
PLAYER_2;14;AA;2;MIOAWAF;AA;Horizontal;[11, 10];87;8;-1 
PLAYER_1;15;END;3;UDNUTZI;ND;Vertical;[15, 10];106;4;1 
PLAYER_2;16;AMI;3;MIOWFCA;AMI;Horizontal;[13, 15];102;15;-1 
PLAYER_1;17;TIDES;5;UUTZIES;TIES;Horizontal;[14, 13];119;13;1 
PLAYER_2;18;WEN;3;OWFCNEE;WN;Vertical;[7, 6];113;11;-1 
PLAYER_1;19;WIS;3;UUZSHOW;WS;Vertical;[15, 14];137;18;1 
PLAYER_2;20;CEP;3;OFCEEOH;CE;Horizontal;[3, 10];123;10;-1 
PLAYER_1;21;HUIC;4;UUZHORI;HUI;Vertical;[4, 7];164;27;1 
PLAYER_2;22;HON;3;OFEOHNY;ON;Horizontal;[0, 10];129;6;-1 
PLAYER_1;23;ZA;2;UZORRVA;ZA;Vertical;[6, 11];179;15;1 
PLAYER_2;24;NOUN;4;FEOHYNN;NON;Horizontal;[1, 9];137;8;-1 
PLAYER_1;25;RE;2;UORRVOU;R;Horizontal;[8, 14];189;10;1 
PLAYER_2;26;THE;3;FEHYAMT;THE;Horizontal;[13, 9];145;8;-1 
PLAYER_1;27;POO;3;UORVOUP;POO;Horizontal;[0, 6];199;10;1 
PLAYER_2;28;MOLA;4;FYAMILO;MOLA;Horizontal;[12, 7];155;10;-1 
PLAYER_1;29;TOLU;4;URVULXT;TLU;Vertical;[15, 4];203;4;1 
PLAYER_2;30;FRUIT;5;FYIQTIR;FRIT;Horizontal;[14, 7];167;12;-1 
PLAYER_1;31;OE;2;RVUXLON;O;Vertical;[8, 14];214;11;1 
PLAYER_2;32;RYOT;4;YQIDAOR;RYO;Horizontal;[11, 5];189;22;-1 
PLAYER_1;33;IF;2;RVUXLNI;I;Vertical;[15, 2];219;5;1 
PLAYER_2;34;GLOM;4;QIDALG;GL;Vertical;[13, 3];196;7;-1 
PLAYER_1;35;PUN;3;RVUXLN;UN;Vertical;[3, 3];224;5;1 
PLAYER_2;36;AD;2;QIDA;AD;Vertical;[4, 4];201;5;-1 
PLAYER_1;37;LI;2;RVXL;L;Horizontal;[4, 10];228;4;1 
PLAYER_2;38;IWIS;4;QI;I;Vertical;[15, 14];209;8;-1 
PLAYER_1;39;XI;2;RVX;X;Horizontal;[2, 8];262;34;1 
PLAYER_2;40;QI;2;Q;Q;Horizontal;[13, 3];231;22;-1 
PLAYER_1;1;TOO;3;KITOOUI;TOO;Horizontal;[7, 10];6;6;1 
PLAYER_2;2;TROY;4;GLRTSHY;TRY;Vertical;[9, 9];9;9;-1 
PLAYER_1;3;IKAT;4;KIUIOSA;IKA;Horizontal;[5, 10];14;8;1 
PLAYER_2;4;MA;2;GLSHNMM;M;Vertical;[6, 8];13;4;-1 
PLAYER_1;5;NOSES;5;UIOSESN;NOSES;Vertical;[6, 10];33;19;1 
PLAYER_2;6;MILOS;5;GLSHNMI;MILS;Horizontal;[2, 12];21;8;-1 
PLAYER_1;7;UP;2;UIPUVBD;UP;Horizontal;[4, 7];41;8;1 
PLAYER_2;8;NAIF;4;GHNIFAQ;NAIF;Vertical;[11, 10];44;23;-1 
PLAYER_1;9;BUS;3;IUVBDRD;BU;Vertical;[3, 11];51;10;1 
PLAYER_2;10;NA;2;GHQLNPA;NA;Horizontal;[6, 8];60;16;-1 
PLAYER_1;11;DE;2;IVDRDED;DE;Vertical;[11, 11];62;11;1 
PLAYER_2;12;PUL;3;GHQLPEU;PUL;Horizontal;[1, 9];71;11;-1 
PLAYER_1;13;DID;3;IVRDDJL;DID;Vertical;[5, 4];84;22;1 
PLAYER_2;14;YEH;3;GHQEERY;YEH;Vertical;[13, 12];98;27;-1 
PLAYER_1;15;LEHR;4;VRJLGEE;LER;Horizontal;[12, 14];91;7;1 
PLAYER_2;16;SPIN;4;GQERXOS;S;Vertical;[7, 6];104;6;-1 
PLAYER_1;17;LIE;3;VJGEEIO;IE;Vertical;[15, 10];94;3;1 
PLAYER_2;18;BOG;3;GQERXOE;OG;Horizontal;[0, 14];110;6;-1 
PLAYER_1;19;GEE;3;VJGEOEO;GE;Horizontal;[14, 12];99;5;1 
PLAYER_2;20;SHE;3;QERXELH;HE;Horizontal;[3, 13];140;30;-1 
PLAYER_1;21;NOVENA;6;VJOEONR;NOVE;Horizontal;[6, 8];109;10;1 
PLAYER_2;22;ORAL;4;QRXELUA;RAL;Vertical;[10, 3];145;5;-1 
PLAYER_1;23;WAR;3;JORWATZ;WAR;Vertical;[6, 13];127;18;1 
PLAYER_2;24;EX;2;QXEUCIT;X;Vertical;[8, 5];154;9;-1 
PLAYER_1;25;TOG;3;JOTZGTB;TOG;Horizontal;[0, 8];161;34;1 
PLAYER_2;26;QUAI;4;QEUCITO;QUI;Horizontal;[8, 5];168;14;-1 
PLAYER_1;27;NE;2;JZTBENV;NE;Vertical;[5, 14];178;17;1 
PLAYER_2;28;ETA;3;ECTOAAI;TA;Vertical;[6, 12];176;8;-1 
PLAYER_1;29;OW;2;JZTBVOW;OW;Horizontal;[1, 15];194;16;1 
PLAYER_2;30;NE;2;ECOAINE;NE;Vertical;[3, 3];181;5;-1 
PLAYER_1;31;FRIZ;4;JZTBVFI;FIZ;Vertical;[15, 13];231;37;1 
PLAYER_2;32;COCA;4;COAIECA;COCA;Vertical;[15, 8];195;14;-1 
PLAYER_1;33;ARB;3;JTBVERT;B;Horizontal;[5, 15];241;10;1 
PLAYER_2;34;AIRN;4;IEAIRDA;AIR;Vertical;[7, 2];199;4;-1 
PLAYER_1;35;TET;3;JTVERT;TET;Vertical;[4, 1];249;8;1 
PLAYER_2;36;TEN;3;EIDA;E;Horizontal;[1, 4];202;3;-1 
PLAYER_1;37;DERE;4;JVR;R;Vertical;[13, 11];271;22;1 
PLAYER_2;38;AR;2;IDA;A;Horizontal;[5, 3];206;4;-1 
PLAYER_1;39;VAR;3;JV;V;Horizontal;[5, 3];277;6;1 
PLAYER_2;40;DO;2;ID;D;Horizontal;[12, 9];209;3;-1 
PLAYER_2;42;QI;2;I;I;Vertical;[10, 1];222;13;-1 
PLAYER_1;1;TONE;4;TNOEETI;TONE;Horizontal;[7, 11];8;8;-1
PLAYER_2;2;TONES;5;ENEIBSK;S;Horizontal;[7, 12];6;6;1
PLAYER_1;3;ROUTE;5;ETIEURG;RUTE;Vertical;[11, 8];15;7;-1
PLAYER_2;4;DENS;4;ENEIBKD;DEN;Vertical;[8, 11];11;5;1
PLAYER_1;5;GAED;4;IEGFEDA;GAED;Vertical;[6, 12];33;18;-1
PLAYER_2;6;GEN;3;EIBKEGI;GE;Vertical;[8, 9];21;10;1
PLAYER_1;7;BE;2;IFEFBST;BE;Vertical;[5, 13];45;12;-1
PLAYER_2;8;NEE;3;IBKEINA;NE;Horizontal;[10, 10];24;3;1
PLAYER_1;9;PSI;3;IFFSTQP;PSI;Vertical;[7, 14];57;12;-1
PLAYER_2;10;KAB;3;IBKIAMA;KAB;Vertical;[9, 6];47;23;1
PLAYER_1;11;EYE;3;FFTQEYI;YE;Vertical;[10, 10];63;6;-1
PLAYER_2;12;RIA;3;IIMARIO;RIA;Vertical;[3, 11];54;7;1
PLAYER_1;13;FORT;4;FFTQIOU;FOT;Horizontal;[0, 13];70;7;-1
PLAYER_2;14;MOA;3;IMIOCAD;MOA;Vertical;[12, 11];68;14;1
PLAYER_1;15;FID;3;FQIUOCD;FID;Vertical;[13, 12];91;21;-1
PLAYER_2;16;IDIOT;5;IICDUOI;IDIO;Vertical;[8, 7];83;15;1
PLAYER_1;17;LO;2;QUOCRLO;LO;Vertical;[4, 6];96;5;-1
PLAYER_2;18;ANTI;4;CUITAVT;ATI;Vertical;[13, 7];90;7;1
PLAYER_1;19;DOR;3;QUCROYO;OR;Horizontal;[12, 15];100;4;-1
PLAYER_2;20;CUTES;5;CUVTSEX;CUTES;Horizontal;[13, 12];106;16;1
PLAYER_1;21;COIL;4;QUCYOGL;CL;Horizontal;[3, 9];106;6;-1
PLAYER_2;22;RAX;3;VXLATLE;AX;Vertical;[15, 14];136;30;1
PLAYER_1;23;YO;2;QUYOGOJ;YO;Vertical;[4, 10];118;12;-1
PLAYER_2;24;LO;2;VLTLEUZ;L;Vertical;[13, 13];141;5;1
PLAYER_1;25;GOUT;4;QUGOJAE;GOU;Horizontal;[11, 8];123;5;-1
PLAYER_2;26;LOVER;5;VTLEUZR;LVER;Vertical;[15, 5];151;10;1
PLAYER_1;27;ERE;3;QJAEIHR;ER;Horizontal;[13, 6];126;3;-1
PLAYER_2;28;PIS;3;TUZSIPN;PIS;Horizontal;[14, 11];164;13;1
PLAYER_1;29;AA;2;QJAIHNA;AA;Vertical;[8, 13];130;4;-1
PLAYER_2;30;NUN;3;TUZNVEN;NUN;Horizontal;[12, 4];172;8;1
PLAYER_1;31;HM;2;QJIHNHM;HM;Vertical;[2, 13];155;25;-1
PLAYER_2;32;TEES;4;TZVERWW;TE;Vertical;[15, 10];180;8;1
PLAYER_1;33;HIN;3;QJINHIA;HI;Vertical;[13, 1];161;6;-1
PLAYER_2;34;WHIN;4;ZVRWW;W;Vertical;[13, 1];198;18;1
PLAYER_1;35;AIN;3;QJNIA;AN;Horizontal;[11, 3];167;6;-1
PLAYER_2;36;NEW;3;ZVRW;W;Vertical;[15, 3];208;10;1
PLAYER_1;37;JIB;3;QJI;JI;Horizontal;[8, 7];179;12;-1
PLAYER_1;1;TONE;4;TNOEETI;TONE;Horizontal;[7, 11];8;8;1 
PLAYER_2;2;TONES;5;ENEIBSK;S;Horizontal;[7, 12];6;6;-1 
PLAYER_1;3;ROUTE;5;ETIEURG;RUTE;Vertical;[11, 8];15;7;1 
PLAYER_2;4;DENS;4;ENEIBKD;DEN;Vertical;[8, 11];11;5;-1 
PLAYER_1;5;GAED;4;IEGFEDA;GAED;Vertical;[6, 12];33;18;1 
PLAYER_2;6;GEN;3;EIBKEGI;GE;Vertical;[8, 9];21;10;-1 
PLAYER_1;7;BE;2;IFEFBST;BE;Vertical;[5, 13];45;12;1 
PLAYER_2;8;NEE;3;IBKEINA;NE;Horizontal;[10, 10];24;3;-1 
PLAYER_1;9;PSI;3;IFFSTQP;PSI;Vertical;[7, 14];57;12;1 
PLAYER_2;10;KAB;3;IBKIAMA;KAB;Vertical;[9, 6];47;23;-1 
PLAYER_1;11;EYE;3;FFTQEYI;YE;Vertical;[10, 10];63;6;1 
PLAYER_2;12;RIA;3;IIMARIO;RIA;Vertical;[3, 11];54;7;-1 
PLAYER_1;13;FORT;4;FFTQIOU;FOT;Horizontal;[0, 13];70;7;1 
PLAYER_2;14;MOA;3;IMIOCAD;MOA;Vertical;[12, 11];68;14;-1 
PLAYER_1;15;FID;3;FQIUOCD;FID;Vertical;[13, 12];91;21;1 
PLAYER_2;16;IDIOT;5;IICDUOI;IDIO;Vertical;[8, 7];83;15;-1 
PLAYER_1;17;LO;2;QUOCRLO;LO;Vertical;[4, 6];96;5;1 
PLAYER_2;18;ANTI;4;CUITAVT;ATI;Vertical;[13, 7];90;7;-1 
PLAYER_1;19;DOR;3;QUCROYO;OR;Horizontal;[12, 15];100;4;1 
PLAYER_2;20;CUTES;5;CUVTSEX;CUTES;Horizontal;[13, 12];106;16;-1 
PLAYER_1;21;COIL;4;QUCYOGL;CL;Horizontal;[3, 9];106;6;1 
PLAYER_2;22;RAX;3;VXLATLE;AX;Vertical;[15, 14];136;30;-1 
PLAYER_1;23;YO;2;QUYOGOJ;YO;Vertical;[4, 10];118;12;1 
PLAYER_2;24;LO;2;VLTLEUZ;L;Vertical;[13, 13];141;5;-1 
PLAYER_1;25;GOUT;4;QUGOJAE;GOU;Horizontal;[11, 8];123;5;1 
PLAYER_2;26;LOVER;5;VTLEUZR;LVER;Vertical;[15, 5];151;10;-1 
PLAYER_1;27;ERE;3;QJAEIHR;ER;Horizontal;[13, 6];126;3;1 
PLAYER_2;28;PIS;3;TUZSIPN;PIS;Horizontal;[14, 11];164;13;-1 
PLAYER_1;29;AA;2;QJAIHNA;AA;Vertical;[8, 13];130;4;1 
PLAYER_2;30;NUN;3;TUZNVEN;NUN;Horizontal;[12, 4];172;8;-1 
PLAYER_1;31;HM;2;QJIHNHM;HM;Vertical;[2, 13];155;25;1 
PLAYER_2;32;TEES;4;TZVERWW;TE;Vertical;[15, 10];180;8;-1 
PLAYER_1;33;HIN;3;QJINHIA;HI;Vertical;[13, 1];161;6;1 
PLAYER_2;34;WHIN;4;ZVRWW;W;Vertical;[13, 1];198;18;-1 
PLAYER_1;35;AIN;3;QJNIA;AN;Horizontal;[11, 3];167;6;1 
PLAYER_2;36;NEW;3;ZVRW;W;Vertical;[15, 3];208;10;-1 
PLAYER_1;37;JIB;3;QJI;JI;Horizontal;[8, 7];179;12;1 
PLAYER_1;1;LONER;5;LIROENO;LONER;Horizontal;[7, 10];10;10;1 
PLAYER_2;2;ALE;3;BPEHIAN;AE;Vertical;[9, 5];3;3;-1 
PLAYER_1;3;RODE;4;IODIAER;RDE;Vertical;[10, 6];26;16;1 
PLAYER_2;4;INFO;4;BPHINFO;INFO;Horizontal;[10, 7];23;20;-1 
PLAYER_1;5;DIVA;4;IOIADVI;DIVA;Horizontal;[9, 4];38;12;1 
PLAYER_2;6;DEEP;4;BPHNDAE;DEP;Vertical;[10, 8];33;10;-1 
PLAYER_1;7;SIR;3;OIIOBRS;SIR;Horizontal;[5, 6];49;11;1 
PLAYER_2;8;SH;2;BHNAKAL;H;Vertical;[7, 3];38;5;-1 
PLAYER_1;9;THEIN;5;OIOBHTE;THEI;Vertical;[8, 7];63;14;1 
PLAYER_2;10;KIBLA;5;BNAKALA;KBLA;Vertical;[13, 1];49;11;-1 
PLAYER_1;11;JO;2;OOBEIJL;JO;Vertical;[4, 8];82;19;1 
PLAYER_2;12;NAAN;4;NAANWEE;NAN;Horizontal;[12, 4];57;8;-1 
PLAYER_1;13;TOILE;5;OBEILOA;ILE;Horizontal;[3, 12];92;10;1 
PLAYER_2;14;WEE;3;AWEEISX;WE;Vertical;[5, 11];63;6;-1 
PLAYER_1;15;GAY;3;OBOAGYF;GAY;Horizontal;[13, 5];104;12;1 
PLAYER_2;16;AAS;3;AEISXAR;AAS;Horizontal;[14, 3];76;13;-1 
PLAYER_1;17;WOO;3;OBOFCQN;OO;Horizontal;[2, 14];116;12;1 
PLAYER_2;18;JOE;3;EIXRUTI;E;Vertical;[5, 8];91;15;-1 
PLAYER_1;19;ET;2;BFCQNVT;T;Horizontal;[4, 13];118;2;1 
PLAYER_2;20;FITS;4;IXRUTIS;ITS;Vertical;[14, 5];110;19;-1 
PLAYER_1;21;BOA;3;BFCQNVA;BA;Vertical;[4, 13];128;10;1 
PLAYER_2;22;MUSH;4;XRUIWMU;MU;Vertical;[7, 3];128;18;-1 
PLAYER_1;23;PYIN;4;FCQNVIY;YIN;Horizontal;[9, 12];145;17;1 
PLAYER_2;24;TUX;3;XRIWUEM;UX;Vertical;[7, 12];146;18;-1 
PLAYER_1;25;RUN;3;FCQVNRZ;RN;Horizontal;[5, 14];157;12;1 
PLAYER_2;26;RETE;4;RIWEMTE;RETE;Vertical;[4, 6];157;11;-1 
PLAYER_1;27;FIR;3;FCQVZRT;FR;Vertical;[11, 10];169;12;1 
PLAYER_2;28;OES;3;IWMOSUO;OS;Horizontal;[1, 8];162;5;-1 
PLAYER_1;29;REC;3;CQVZTCE;EC;Horizontal;[0, 9];190;21;1 
PLAYER_2;30;FIE;3;IWMUOIE;IE;Horizontal;[8, 13];171;9;-1 
PLAYER_1;31;GIN;3;QVZTCGL;G;Vertical;[10, 11];196;6;1 
PLAYER_2;32;UM;2;WMUOIUG;UM;Vertical;[5, 2];183;12;-1 
PLAYER_1;33;LAV;3;QVZTCLA;LA;Vertical;[10, 2];210;14;1 
PLAYER_2;34;OKA;3;WOIUGDP;O;Horizontal;[8, 3];193;10;-1 
PLAYER_1;35;COD;3;QVZTCTO;C;Vertical;[10, 0];228;18;1 
PLAYER_2;36;TUI;3;WIUGDP;UI;Horizontal;[12, 8];197;4;-1 
PLAYER_1;37;BO;2;QVZTTO;O;Horizontal;[1, 15];232;4;1 
PLAYER_2;38;AG;2;WGDP;G;Horizontal;[3, 15];202;5;-1 
PLAYER_1;39;TO;2;QVZTT;T;Vertical;[2, 14];238;6;1 
PLAYER_2;40;DUMP;4;WDP;DP;Horizontal;[3, 5];211;9;-1 
PLAYER_1;41;ZIT;3;QVZT;ZT;Vertical;[14, 7];260;22;1 
PLAYER_2;42;WOES;4;W;W;Horizontal;[1, 8];218;7;-1
PLAYER_1;1;DOL;3;JLPOVID;DOL;Horizontal;[7, 10];8;8;1 
PLAYER_2;2;LADLER;6;ELALAAR;LALER;Vertical;[11, 7];7;7;-1 
PLAYER_1;3;JAB;3;JPVIDBN;JB;Horizontal;[6, 9];38;30;1 
PLAYER_2;4;HAILS;5;AAISHMN;HAIS;Horizontal;[8, 9];23;16;-1 
PLAYER_1;5;VINA;4;PVIDNFA;VINA;Horizontal;[9, 5];58;20;1 
PLAYER_2;6;GIG;3;AMNGGQK;GG;Vertical;[11, 2];30;7;-1 
PLAYER_1;7;HAIR;4;PDFRITU;IR;Vertical;[12, 4];72;14;1 
PLAYER_2;8;GAINER;6;AMNQKPE;ANE;Horizontal;[10, 8];39;9;-1 
PLAYER_1;9;PROF;4;PDFTUOR;POF;Horizontal;[11, 7];107;35;1 
PLAYER_2;10;NOPE;4;MQKPRTE;PE;Vertical;[14, 5];47;8;-1 
PLAYER_1;11;RED;3;DTURUDO;RD;Horizontal;[13, 7];111;4;1 
PLAYER_2;12;REDRY;5;MQKRTYY;RY;Horizontal;[13, 9];56;9;-1 
PLAYER_1;13;TOUTS;5;TUUDOTS;TOUTS;Vertical;[8, 10];126;15;1 
PLAYER_2;14;TRY;3;MQKTYON;TY;Vertical;[15, 7];74;18;-1 
PLAYER_1;15;COUDE;5;UDOECEE;CUDE;Horizontal;[4, 14];134;8;1 
PLAYER_2;16;ANE;3;MQKONAE;AN;Vertical;[5, 13];77;3;-1 
PLAYER_1;17;OH;2;OEEUDOH;OH;Vertical;[3, 14];144;10;1 
PLAYER_2;18;ODEUM;5;MQKOEEU;OEUM;Vertical;[8, 12];88;11;-1 
PLAYER_1;19;OY;2;EEUDOCT;O;Vertical;[14, 8];153;9;1 
PLAYER_2;20;TEN;3;QKEWNRT;TEN;Vertical;[9, 13];97;9;-1 
PLAYER_1;21;TENDU;5;EEUDCTN;DU;Vertical;[11, 13];163;10;1 
PLAYER_2;22;AA;2;QKWRAZN;A;Vertical;[9, 5];99;2;-1 
PLAYER_1;23;UT;2;EECTNER;T;Horizontal;[10, 15];165;2;1 
PLAYER_2;24;KEN;3;QKWRZNE;KEN;Horizontal;[0, 15];138;39;-1 
PLAYER_1;25;EN;2;EECNERX;EN;Vertical;[8, 14];189;24;1 
PLAYER_2;26;LA;2;QWRZWAS;A;Horizontal;[5, 9];146;8;-1 
PLAYER_1;27;TOR;3;ECERXFO;R;Horizontal;[12, 10];192;3;1 
PLAYER_2;28;SOY;3;QWRZWSV;S;Vertical;[14, 8];152;6;-1 
PLAYER_1;29;XI;2;ECEXFOI;XI;Vertical;[13, 10];205;13;1 
PLAYER_2;30;SEN;3;QWRZWVS;S;Vertical;[8, 14];155;3;-1 
PLAYER_1;31;ETIC;4;ECEFOII;EIC;Vertical;[13, 14];215;10;1 
PLAYER_2;32;RAW;3;QWRZWVA;RAW;Vertical;[13, 12];170;15;-1 
PLAYER_1;33;DO;2;EFOIOIM;O;Vertical;[15, 6];223;8;1 
PLAYER_2;34;UT;2;QZWVGTB;T;Vertical;[6, 11];175;5;-1 
PLAYER_1;35;MAR;3;EFIOIMA;MA;Vertical;[13, 9];238;15;1 
PLAYER_2;36;BRUT;4;QZWVGBE;B;Horizontal;[10, 15];181;6;-1 
PLAYER_1;37;KI;2;EFIOIEI;I;Vertical;[2, 12];244;6;1 
PLAYER_2;38;NAPE;4;QZWVGEL;E;Vertical;[13, 3];187;6;-1 
PLAYER_1;39;FIE;3;EFOIEII;FIE;Vertical;[15, 2];266;22;1 
PLAYER_2;40;LEZ;3;QZWVGL;LZ;Horizontal;[14, 4];209;22;-1 
PLAYER_1;41;OI;2;OEII;OI;Vertical;[3, 11];270;4;1
PLAYER_1;1;GENT;4;UOQENTG;GENT;Horizontal;[7, 10];10;10;1 
PLAYER_2;2;GOGO;4;OETGTEO;GOO;Vertical;[9, 6];8;8;-1 
PLAYER_1;3;CURT;4;UOQHCZR;CUR;Vertical;[8, 9];18;8;1 
PLAYER_2;4;ONERY;5;ETTEAYN;NEY;Horizontal;[6, 11];22;14;-1 
PLAYER_1;5;NO;2;OQHZENE;N;Horizontal;[8, 7];20;2;1 
PLAYER_2;6;TOT;3;TTEAEAO;TOT;Vertical;[10, 4];28;6;-1 
PLAYER_1;7;HERO;4;OQHZEER;HERO;Horizontal;[10, 7];42;22;1 
PLAYER_2;8;AA;2;EAEAIPS;AA;Vertical;[6, 5];37;9;-1 
PLAYER_1;9;REE;3;QZEEJEE;EE;Vertical;[13, 5];45;3;1 
PLAYER_2;10;SEISE;5;EEIPSSF;SEISE;Horizontal;[13, 10];52;15;-1 
PLAYER_1;11;DEE;3;QZJEEAD;DE;Horizontal;[11, 7];57;12;1 
PLAYER_2;12;MET;3;PFETMOX;MT;Vertical;[15, 9];57;5;-1 
PLAYER_1;13;BA;2;QZJEACB;BA;Horizontal;[3, 7];66;9;1 
PLAYER_2;14;NO;2;PFEOXNI;NO;Vertical;[4, 4];64;7;-1 
PLAYER_1;15;ZA;2;QZJECDD;Z;Vertical;[4, 6];87;21;1 
PLAYER_2;16;ET;2;PFEXIRL;E;Horizontal;[9, 5];71;7;-1 
PLAYER_1;17;DE;2;QJECDDM;DE;Vertical;[8, 3];94;7;1 
PLAYER_2;18;FRET;4;PFXIRLI;FR;Horizontal;[7, 5];78;7;-1 
PLAYER_1;19;MA;2;QJCDMGR;M;Horizontal;[4, 6];112;18;1 
PLAYER_2;20;IMPI;4;PXILIIF;IPI;Horizontal;[12, 12];90;12;-1 
PLAYER_1;21;DUO;3;QJCDGRO;DO;Horizontal;[5, 11];125;13;1 
PLAYER_2;22;LA;2;XLIFARA;LA;Horizontal;[8, 2];97;7;-1 
PLAYER_1;23;ZA;2;QJCGRAA;A;Horizontal;[2, 8];136;11;1 
PLAYER_2;24;IXIA;4;XIFRATI;IXA;Vertical;[14, 11];119;22;-1 
PLAYER_1;25;LA;2;QJCGRAA;A;Vertical;[10, 0];138;2;1 
PLAYER_2;26;RIFT;4;FRTIDIH;RIFT;Horizontal;[14, 6];132;13;-1 
PLAYER_1;27;AG;2;QJCGRAO;G;Horizontal;[9, 2];156;18;1 
PLAYER_2;28;LINER;5;DIHNLYE;LINE;Vertical;[8, 2];142;10;-1 
PLAYER_1;29;OCA;3;QJCRAOU;OCA;Vertical;[4, 1];168;12;1 
PLAYER_2;30;ODA;3;DHYSOAL;DA;Horizontal;[1, 4];146;4;-1 
PLAYER_1;31;RIA;3;QJRUITP;RI;Vertical;[3, 7];177;9;1 
PLAYER_2;32;ZAS;3;HYSOLSB;S;Horizontal;[2, 9];159;13;-1 
PLAYER_1;33;JUT;3;QJUTPII;JUT;Vertical;[11, 12];197;20;1 
PLAYER_2;34;ON;2;HYOLSBN;O;Horizontal;[5, 3];163;4;-1 
PLAYER_1;35;KEP;3;QPIIEWK;KEP;Horizontal;[0, 6];222;25;1 
PLAYER_2;36;IMPIS;5;HYLSBNV;S;Horizontal;[12, 13];181;18;-1 
PLAYER_1;37;LI;2;QIIWLUW;LI;Vertical;[6, 0];227;5;1 
PLAYER_2;38;RULY;4;HYLBNVU;ULY;Horizontal;[0, 11];188;7;-1 
PLAYER_1;39;LAW;3;QIWUWVR;W;Vertical;[11, 0];233;6;1 
PLAYER_2;40;HIS;3;HBNV;H;Vertical;[14, 8];194;6;-1 
PLAYER_1;41;AI;2;QIUWVR;I;Horizontal;[13, 13];237;4;1 
PLAYER_2;42;IN;2;BNV;N;Vertical;[15, 7];200;6;-1 
PLAYER_1;43;QUIT;4;QUWVR;QU;Horizontal;[10, 13];263;26;1 
PLAYER_2;44;BI;2;BV;B;Vertical;[15, 3];204;4;-1 
PLAYER_1;45;SIR;3;WVR;R;Vertical;[15, 12];266;3;1 
PLAYER_1;1;TOGA;4;GFTJANO;TOGA;Horizontal;[7, 11];10;10;-1
PLAYER_2;2;TWO;3;OITLWSO;TWO;Horizontal;[8, 13];9;9;1
PLAYER_1;3;DOJO;4;FJNOIDS;DOJ;Vertical;[8, 8];30;20;-1
PLAYER_2;4;LOOS;4;ILSOKZE;LOS;Horizontal;[5, 11];15;6;1
PLAYER_1;5;HIS;3;FNISHAN;HIS;Horizontal;[8, 9];57;27;-1
PLAYER_2;6;INK;3;IKZECNT;INK;Horizontal;[9, 15];26;11;1
PLAYER_1;7;FA;2;FNANDSS;FA;Horizontal;[9, 7];75;18;-1
PLAYER_2;8;CAY;3;ZECTYYA;CAY;Horizontal;[6, 13];44;18;1
PLAYER_1;9;TINTS;5;NNDSSTF;NTS;Vertical;[12, 7];87;12;-1
PLAYER_2;10;DOE;3;ZETYOVD;DOE;Horizontal;[10, 6];57;13;1
PLAYER_1;11;FEUS;4;NDSFEUX;FEUS;Vertical;[7, 13];105;18;-1
PLAYER_2;12;ZEE;3;ZTYVAEA;ZE;Horizontal;[4, 15];69;12;1
PLAYER_1;13;TREEN;5;NDXTRRE;TREN;Vertical;[6, 14];119;14;-1
PLAYER_2;14;TAD;3;TYVAADB;TA;Horizontal;[4, 9];75;6;1
PLAYER_1;15;OUR;3;DXRURRR;UR;Vertical;[13, 4];122;3;-1
